epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3553.71,2.30709,0.88001,2.0052,0.96843,0.97249,0.98801,0.61895,2.77272,0.82282,2.28337,0.0002378,0.0002378,0.0002378
180,3573.49,2.25518,0.86241,1.98206,0.97389,0.96756,0.98774,0.61791,2.76154,0.82996,2.27478,0.0002279,0.0002279,0.0002279
181,3593.33,2.28425,0.88481,1.98772,0.97403,0.97283,0.98934,0.61965,2.75671,0.83001,2.27515,0.000218,0.000218,0.000218
182,3612.97,2.25134,0.86339,2.00709,0.97227,0.97598,0.98848,0.6167,2.76129,0.82933,2.28409,0.0002081,0.0002081,0.0002081
183,3632.46,2.26487,0.86313,1.98235,0.97308,0.97242,0.98901,0.61755,2.78126,0.83039,2.29108,0.0001982,0.0001982,0.0001982
184,3652.18,2.24808,0.86461,1.99149,0.97311,0.97338,0.98931,0.61763,2.76903,0.83403,2.28475,0.0001883,0.0001883,0.0001883
185,3671.81,2.2222,0.85582,1.9794,0.97413,0.97406,0.98918,0.61803,2.76515,0.82521,2.2856,0.0001784,0.0001784,0.0001784
186,3691.22,2.22423,0.85086,1.96888,0.97759,0.96254,0.99097,0.6189,2.77004,0.83667,2.28902,0.0001685,0.0001685,0.0001685
187,3710.66,2.2185,0.84977,1.96644,0.96939,0.97342,0.98937,0.61656,2.77439,0.84086,2.29391,0.0001586,0.0001586,0.0001586
188,3730.09,2.25462,0.87518,1.97533,0.97382,0.96482,0.98815,0.61515,2.77043,0.83583,2.28926,0.0001487,0.0001487,0.0001487
189,3749.78,2.21204,0.85254,1.97296,0.97768,0.96446,0.98946,0.61842,2.7584,0.83358,2.28889,0.0001388,0.0001388,0.0001388
190,3769.66,2.26928,0.87495,1.98082,0.97311,0.97324,0.98964,0.61732,2.76863,0.83089,2.29094,0.0001289,0.0001289,0.0001289
191,3789.91,2.09531,0.76274,2.00043,0.97492,0.97071,0.98988,0.61673,2.76493,0.83493,2.29515,0.000119,0.000119,0.000119
192,3809.42,2.12603,0.77439,1.99813,0.96849,0.97502,0.98902,0.6138,2.77548,0.8398,2.29548,0.0001091,0.0001091,0.0001091
193,3828.91,2.07766,0.75773,2.01416,0.97301,0.96981,0.98875,0.61554,2.76762,0.83989,2.28968,9.92e-05,9.92e-05,9.92e-05
194,3848.2,2.02057,0.73664,1.98911,0.96754,0.97348,0.98863,0.61775,2.75975,0.83849,2.28315,8.93e-05,8.93e-05,8.93e-05
195,3867.5,2.05139,0.74882,1.98609,0.97504,0.97561,0.98949,0.61816,2.76157,0.83293,2.28875,7.94e-05,7.94e-05,7.94e-05
196,3886.85,2.04999,0.74674,1.98951,0.97689,0.9745,0.98924,0.61864,2.75477,0.83328,2.28638,6.95e-05,6.95e-05,6.95e-05
197,3906.21,2.04497,0.74898,1.97946,0.96924,0.97502,0.98888,0.61825,2.75612,0.82999,2.28705,5.96e-05,5.96e-05,5.96e-05
198,3925.65,2.0491,0.74861,1.99768,0.9713,0.97542,0.98925,0.6183,2.75119,0.83202,2.28415,4.97e-05,4.97e-05,4.97e-05
199,3944.96,2.04454,0.74954,1.99105,0.97035,0.97443,0.98853,0.61794,2.75014,0.83199,2.28387,3.98e-05,3.98e-05,3.98e-05
200,3964.12,2.04014,0.74388,1.99039,0.96945,0.97542,0.98874,0.61876,2.75144,0.83144,2.28836,2.99e-05,2.99e-05,2.99e-05
